id,name,weight,height,armSpan,legSwing,weightCategory.id,weightCategory.name,dateOfBirth,country,city,timezone
3239,Ewerton Teixeira,109.77,185.42,185.42,101.7,9,Тяжелый вес,1982-02-13,,,
3240,Shawn Teed,120.2,195.58,195.58,101.7,14,Не определена,1992-02-13,USA,,America/New_York
3241,Dave Terrel,77.11,172.72,172.72,101.7,7,Средний вес,1978-05-10,USA,,America/New_York
3243,Jeff Terry,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1970-01-01,,,
3245,Noah Thomas,61.24,175.26,175.26,101.7,4,Полулегкий вес,1981-03-27,,,
3246,Joel Thomas,77.11,177.8,177.8,101.7,7,Средний вес,1970-01-01,,,
3247,Treston Thomison,65.77,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,USA,Sulpher,
3248,James Thompson,120.2,195.58,195.58,101.7,14,Не определена,1978-12-16,England,Rochdale,
3249,Josh Thornburg,77.11,182.88,182.88,101.7,7,Средний вес,1984-05-24,,,
3250,Chris Tickle,70.31,175.26,175.26,101.7,6,Полусредний вес,1982-02-01,USA,,America/New_York
3251,Nolan Ticman,56.7,167.64,175.26,101.7,2,Наилегчайший вес,1988-05-17,USA,,America/New_York
3254,Andrew Todhunter,83.91,182.88,182.88,101.7,7,Средний вес,1987-11-30,,,
3255,Dusko Todorovic,83.91,185.42,187.96,101.7,7,Средний вес,1994-05-19,Serbia,,Europe/Belgrade
3256,Hideo Tokoro,61.24,170.18,170.18,101.7,4,Полулегкий вес,1977-08-22,Japan,Ibigawa,Asia/Tokyo
3257,Anatoly Tokov,83.91,177.8,177.8,101.7,7,Средний вес,1990-02-17,Russia,Tobolsk,Asia/Yekaterinburg
3258,Kazuki Tokudome,70.31,180.34,185.42,101.7,6,Полусредний вес,1987-03-04,Japan,Hachioji,Asia/Tokyo
3259,Masanori Tonooka,83.91,172.72,172.72,101.7,7,Средний вес,1970-01-01,,,
3261,Abram Torres,77.11,177.8,177.8,101.7,7,Средний вес,1982-10-29,USA,,America/New_York
3263,Desmond Torres,61.24,167.64,175.26,101.7,4,Полулегкий вес,1997-01-06,USA,Wahiawa,Pacific/Honolulu
3264,Minoru Toyonaga,88.45,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,,,
3267,Damien Trites,74.84,180.34,180.34,101.7,6,Полусредний вес,1979-08-23,,,
3268,Angelo Trevino,77.11,180.34,180.34,101.7,7,Средний вес,1993-06-10,USA,Sacramento,America/Los_Angeles
3269,Aaron Trujillo,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1970-01-01,,,
3270,Antonio Trocoli,92.99,195.58,208.28,101.7,8,Полутяжелый вес,1990-12-06,Brazil,Salvador,America/Bahia
3271,Tom Tuggle,113.4,187.96,187.96,101.7,9,Тяжелый вес,1970-01-01,,,
3272,Reynaldo Trujillo,70.31,175.26,175.26,101.7,6,Полусредний вес,1982-01-01,,,
3273,Ricky Turcios,61.24,175.26,180.34,101.7,4,Полулегкий вес,1993-06-05,USA,Houston,America/Vancouver
3274,Blair Tugman,61.24,182.88,182.88,101.7,4,Полулегкий вес,1970-01-01,USA,Lincroft,
3275,Austin Tweedy,70.31,175.26,172.72,101.7,6,Полусредний вес,1990-09-25,USA,,America/New_York
3276,Ryuki Ueyama,81.65,180.34,180.34,101.7,7,Средний вес,1976-04-17,,,
3277,Andy Uhrich,77.11,182.88,182.88,101.7,7,Средний вес,1970-01-01,,,
3278,Christian Uflacker,77.11,180.34,180.34,101.7,7,Средний вес,1985-08-04,,,
3279,Zach Underwood,83.91,187.96,187.96,101.7,7,Средний вес,1970-01-01,,,
3281,Elias Urbina,83.91,190.5,195.58,101.7,7,Средний вес,1993-10-09,USA,,America/New_York
3282,Kengo Ura,74.84,175.26,175.26,101.7,6,Полусредний вес,1981-06-20,Japan,Komatsu,Asia/Tokyo
3283,Nick Urso,56.7,167.64,167.64,101.7,2,Наилегчайший вес,1985-09-26,USA,,America/New_York
3284,Egidijus Valavicius,90.72,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,,,
3285,Victor Valenzuela,70.31,177.8,177.8,101.7,6,Полусредний вес,1970-01-01,,,
3287,Lloyd Van Dams,108.86,185.42,185.42,101.7,9,Тяжелый вес,1972-03-05,,,
3288,Chad Vance,83.91,182.88,182.88,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
3289,Austin Vanderford,77.11,180.34,187.96,101.7,7,Средний вес,1990-03-21,USA,Alaska,America/New_York
3290,Linton Vassell,92.99,193.04,193.04,101.7,8,Полутяжелый вес,1983-06-03,United Kingdom,,Europe/London
3291,Manny Vazquez,56.7,177.8,182.88,101.7,2,Наилегчайший вес,1993-11-19,USA,Elmhurst,
3292,Billy Vaughan,70.31,167.64,167.64,101.7,6,Полусредний вес,1983-12-02,,,
3293,Scott Ventimiglia,83.91,180.34,180.34,101.7,7,Средний вес,1972-11-17,,,
3294,Jerrel Venetiaan,88.45,185.42,185.42,101.7,8,Полутяжелый вес,1971-03-09,,,
3295,Guilherme Viana,92.99,193.04,193.04,101.7,8,Полутяжелый вес,1970-01-01,,,
3296,Bryan Vetell,120.2,190.5,190.5,101.7,14,Не определена,1977-07-26,,,
3298,Alejandro Villalobos,65.77,170.18,170.18,101.7,4,Полулегкий вес,1979-10-26,,,
3299,DeMarco Villalona,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
3300,Ruben Villareal,120.2,193.04,193.04,101.7,14,Не определена,1970-05-01,,,
3301,Armando Villarreal,61.24,170.18,167.64,101.7,4,Полулегкий вес,1989-08-08,USA,,America/New_York
3302,Pablo Villaseca,70.31,170.18,170.18,101.7,6,Полусредний вес,1987-01-26,Chile,,America/Santiago
3303,Brandon Visher,61.24,167.64,172.72,101.7,4,Полулегкий вес,1984-05-06,,,
3304,Joey Villasenor,83.91,182.88,182.88,101.7,7,Средний вес,1975-10-17,,,
3305,Mark Vorgeas,61.24,177.8,177.8,101.7,4,Полулегкий вес,1970-01-01,USA,Oceanside,America/Los_Angeles
3307,James Wade,92.99,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,,,
3308,Igor Vovchanchyn,92.99,172.72,172.72,101.7,8,Полутяжелый вес,1973-08-06,,,
3309,Chase Waldon,83.91,185.42,190.5,101.7,7,Средний вес,1986-09-19,USA,,America/New_York
3310,Andre Walker,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
3311,Donny Walker,61.24,175.26,175.26,101.7,4,Полулегкий вес,1980-01-04,USA,Ashtabula,America/New_York
3312,Herschel Walker,97.52,185.42,185.42,101.7,9,Тяжелый вес,1962-03-03,,,
3314,Randall Wallace,83.91,180.34,185.42,101.7,7,Средний вес,1989-03-01,USA,Oakdale,America/Los_Angeles
3315,James Wallace,70.31,177.8,175.26,101.7,6,Полусредний вес,1992-11-17,USA,,America/New_York
3316,Erick Wanderlei,92.99,185.42,185.42,101.7,8,Полутяжелый вес,1970-01-01,,,
3318,Sai Wang,77.11,182.88,182.88,101.7,7,Средний вес,1986-01-14,China,,Asia/Shanghai
3319,Brennan Ward,77.11,177.8,177.8,101.7,7,Средний вес,1988-06-28,USA,,America/New_York
3320,Joe Warren,61.24,167.64,167.64,101.7,4,Полулегкий вес,1976-10-31,USA,,America/New_York
3321,Brian Warren,83.91,182.88,182.88,101.7,7,Средний вес,1970-01-01,,,
3322,Merritt Warren,70.31,177.8,177.8,101.7,6,Полусредний вес,1970-01-01,,,
3323,Idris Wasi,84.37,182.88,182.88,101.7,8,Полутяжелый вес,1989-12-11,,,
3324,Kengo Watanabe,99.79,193.04,193.04,101.7,9,Тяжелый вес,1976-01-31,,,
3325,Kazuhisa Watanabe,63.05,167.64,167.64,101.7,4,Полулегкий вес,1983-05-18,Japan,,Asia/Tokyo
3326,Andy Waters,77.11,182.88,182.88,101.7,7,Средний вес,1970-01-01,,,
3327,Dominic Waters,77.11,185.42,185.42,101.7,7,Средний вес,1989-04-11,USA,,America/New_York
3332,Brok Weaver,77.11,182.88,185.42,101.7,7,Средний вес,1991-12-05,USA,,America/New_York
3333,Daniel Weichel,65.77,177.8,177.8,101.7,4,Полулегкий вес,1984-11-22,Germany,Michelstadt,Europe/Berlin
3334,Stephanie Webber,61.24,167.64,167.64,101.7,4,Полулегкий вес,1970-01-01,,,
3335,Dustin West,77.11,180.34,180.34,101.7,7,Средний вес,1970-01-01,,,
3337,Steve White,79.38,180.34,180.34,101.7,7,Средний вес,1970-01-01,,,
3338,Coty Wheeler,61.24,167.64,170.18,101.7,4,Полулегкий вес,1978-10-11,,,
3339,Mitch Whitesel,83.91,175.26,175.26,101.7,7,Средний вес,1981-07-12,USA,Elyria,America/New_York
3340,Joe Wilk,65.77,175.26,175.26,101.7,4,Полулегкий вес,1982-04-12,USA,,America/New_York
3341,Rubin Williams,83.91,185.42,185.42,101.7,7,Средний вес,1976-04-09,,,
3342,Carter Williams,120.2,185.42,185.42,101.7,14,Не определена,1970-01-01,,,
3344,Jordan Williams,83.91,182.88,193.04,101.7,7,Средний вес,1990-10-13,USA,Menomonee Falls,
3345,Sean Wilson,65.77,172.72,172.72,101.7,4,Полулегкий вес,1982-10-20,USA,,America/New_York
3347,Xue Do Won,74.84,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,,,
3348,Salvador Woods,77.11,180.34,180.34,101.7,7,Средний вес,1985-02-05,,,
3349,Sean Woodson,65.77,190.5,190.5,101.7,4,Полулегкий вес,1992-06-07,Saint Louis,,
3352,Eric Wray,77.11,182.88,182.88,101.7,7,Средний вес,1970-01-01,,,
3354,Jordan Wright,83.91,187.96,195.58,101.7,7,Средний вес,1991-10-07,USA,Beverly Hills,
3355,Rubens Xavier,99.79,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,,,
3356,Yoshihisa Yamamoto,99.79,187.96,187.96,101.7,9,Тяжелый вес,1970-07-04,,,
3357,Hiroko Yamanaka,61.24,180.34,180.34,101.7,4,Полулегкий вес,1978-10-24,,,
3358,Atsushi Yamamoto,63.05,167.64,167.64,101.7,4,Полулегкий вес,1980-10-02,Japan,Omihachiman,Asia/Tokyo
3359,Takeshi Yamazaki,63.05,172.72,172.72,101.7,4,Полулегкий вес,1970-01-01,,,
3360,Goiti Yamauchi,65.77,177.8,177.8,101.7,4,Полулегкий вес,1993-01-05,Japan,Anjo,Asia/Tokyo
3361,Yoshiaki Yatsu,74.84,185.42,185.42,101.7,6,Полусредний вес,1956-07-19,,,
3362,Tadao Yasuda,140.61,193.04,193.04,101.7,14,Не определена,1963-10-09,,,
3363,Chris Yee,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,,,
3364,Hirotaka Yokoi,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1978-06-08,Japan,,Asia/Tokyo
3366,Kazunori Yokota,69.85,172.72,172.72,101.7,5,Легкий вес,1978-04-03,Japan,Funabashi,Asia/Tokyo
3367,Sanghoon Yoo,70.31,182.88,187.96,101.7,6,Полусредний вес,1990-01-18,,,
3368,Dong Sik Yoon,83.91,182.88,182.88,101.7,7,Средний вес,1972-08-24,South Korea,Seoul,Asia/Seoul
3369,Hidehiko Yoshida,102.06,180.34,180.34,101.7,9,Тяжелый вес,1969-09-03,,,
3370,Yoshiyuki Yoshida,77.11,180.34,177.8,101.7,7,Средний вес,1974-05-10,Japan,Kashiwa,Asia/Tokyo
3371,Kaitlin Young,61.24,175.26,175.26,101.7,4,Полулегкий вес,1985-09-15,USA,Circle Pines,America/New_York
3373,Shanna Young,61.24,170.18,170.18,101.7,4,Полулегкий вес,1991-02-20,USA,,America/New_York
3374,Trenell Young,65.77,167.64,167.64,101.7,4,Полулегкий вес,1976-06-19,,,
3375,Zach Zane,65.77,170.18,175.26,101.7,4,Полулегкий вес,1989-12-14,USA,Wailuku,
3376,Han Ten Yun,99.79,180.34,180.34,101.7,9,Тяжелый вес,1970-01-01,,,
3377,Roger Zapata,77.11,180.34,187.96,101.7,7,Средний вес,1986-05-09,USA,Latham,
3378,Marius Zaromskis,77.11,175.26,175.26,101.7,7,Средний вес,1980-07-30,Lithuania,Siauliai,Europe/Vilnius
3379,Craig Zellner,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1976-09-09,,,
3380,Joao Zeferino,77.11,180.34,185.42,101.7,7,Средний вес,1986-01-15,Brazil,Florianopolis,America/Sao_Paulo
3381,Carlos Zevallos,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,,,
3382,Roman Zentsov,104.33,185.42,185.42,101.7,9,Тяжелый вес,1973-09-10,,,
3383,Fares Ziam,70.31,185.42,190.5,101.7,6,Полусредний вес,1997-03-21,France,,Europe/Paris
3386,Errol Zimmerman,83.91,190.5,190.5,101.7,7,Средний вес,1986-04-20,,,
3387,George Zuniga,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,,,
3389,Virgil Zwicker,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1982-06-26,USA,San Diego,America/Los_Angeles
3391,Loma Lookboonme,52.16,154.94,154.94,101.7,14,Не определена,1996-01-18,,,
3393,Tristan Connelly,77.11,177.8,172.72,101.7,14,Не определена,1985-12-12,,,
3394,Brad Riddell,70.31,170.18,180.34,101.7,14,Не определена,1991-09-30,,,
3398,Vanessa Melo,61.24,165.1,165.1,101.7,14,Не определена,1988-03-27,,,
3399,Jamie Mullarkey,70.31,182.88,187.96,101.7,14,Не определена,1994-08-17,,,
3403,Makhmud Muradov,83.91,187.96,190.5,101.7,14,Не определена,1990-02-08,,,
3409,Tom Aspinall,116.12,195.58,195.58,101.7,14,Не определена,1970-01-01,,,
3410,Isabela de Padua,56.7,160.02,162.56,101.7,2,Наилегчайший вес,1991-09-04,,,
3411,Sergey Morozov,61.24,167.64,167.64,101.7,14,Не определена,1989-06-14,,,
3412,Isabela De Pauda,56.68,160.02,162.56,91.44,2,Наилегчайший вес,,,,
3413,Roman Bogatov,70.31,172.72,172.72,101.7,14,Не определена,1970-01-01,,,
3415,Modestas Bukauskas,92.99,190.5,190.5,101.7,14,Не определена,1994-02-10,,,
3416,Jiri Prochazka,92.99,193.04,193.04,101.7,14,Не определена,1992-10-14,,,
3417,Jai Herbert,70.31,185.42,185.42,101.7,14,Не определена,1988-05-13,,,
3418,Austin Lingo,65.77,175.26,177.8,101.7,14,Не определена,1994-07-10,,,
3419,Khaos Williams,77.11,182.88,182.88,101.7,14,Не определена,1994-03-30,,,
3420,Youssef Zalal,65.77,177.8,190.5,101.7,14,Не определена,1996-09-04,,,
3421,Spike Carlyle,65.77,170.18,170.18,101.7,14,Не определена,1993-05-06,,,
3422,Joshua Culibao,65.77,175.26,175.26,101.7,14,Не определена,1994-05-24,,,
3423,David Dvorak,56.7,165.1,165.1,101.7,14,Не определена,1970-01-01,,,
3424,Gigo Jara,65.77,175.26,175.26,101.7,14,Не определена,1970-01-01,,,
3425,Jeremy Freitag,92.99,185.42,185.42,101.7,14,Не определена,1970-01-01,,,
3426,Andrew Martinez,97.52,175.26,175.26,101.7,14,Не определена,1970-01-01,,,
3428,Umar Nurmagomedov,65.77,172.72,172.72,101.7,14,Не определена,1970-01-01,,,
3429,Zhalgas Zhamagulov,56.7,162.56,162.56,101.7,14,Не определена,1988-08-29,,,
3430,Rafael Del Real,102.06,180.34,180.34,101.7,14,Не определена,1970-01-01,,,
3431,Kenny Ento,87.09,187.96,187.96,101.7,14,Не определена,1970-01-01,,,
3432,Dan Molina,97.98,177.8,177.8,101.7,14,Не определена,1984-06-14,,,
3433,Alexander Doskalchuk,56.7,167.64,167.64,101.7,14,Не определена,1990-03-13,,,
3435,Manel Kape,56.7,167.64,167.64,101.7,14,Не определена,1993-11-14,,,
3436,Kanako Murata,52.16,154.94,154.94,101.7,14,Не определена,1993-08-10,,,
3437,Ike Villanueva,92.99,190.5,190.5,101.7,14,Не определена,1984-04-04,,,
3439,Irwin Rivera,65.77,167.64,167.64,101.7,14,Не определена,1989-02-14,,,
3440,Brandon Royval,56.7,175.26,177.8,101.7,14,Не определена,1992-08-16,,,
3441,Tagir Ulanbekov,56.7,167.64,167.64,101.7,14,Не определена,1970-01-01,,,
3442,Gabriel Green,77.11,177.8,185.42,101.7,14,Не определена,1993-05-02,,,
3443,Christian Aguilera,77.11,175.26,175.26,101.7,14,Не определена,1991-11-25,,,
3444,Anthony Ivy,83.91,187.96,187.96,101.7,14,Не определена,1990-01-23,,,
3445,Zarrukh Adashev,61.24,170.18,170.18,101.7,14,Не определена,1992-07-29,,,
3446,Mounir Lazzez,77.11,185.42,185.42,101.7,14,Не определена,1970-01-01,,,
3447,Gustavo Lopez,61.24,165.1,170.18,101.7,14,Не определена,1989-06-27,,,
3448,Max Rohskopf,70.31,185.42,187.96,101.7,14,Не определена,1994-09-27,,,
3449,Justin Jaynes,70.31,170.18,172.72,101.7,14,Не определена,1989-08-10,,,
3450,Miranda Maverick,56.7,160.02,165.1,101.7,14,Не определена,1997-07-01,,,
3451,Rafael Cavalcante,92.99,185.42,187.96,101.7,14,Не определена,1980-04-14,,,
3452,Jinh Yu Frey,52.16,157.48,157.48,101.7,14,Не определена,1985-05-20,,,
3453,Kay Hansen,52.16,160.02,160.02,101.7,14,Не определена,1999-08-14,,,
3454,Timothy Johnson,120.2,190.5,195.58,101.7,14,Не определена,1985-03-13,,,
3455,William Macario,77.11,180.34,190.5,101.7,14,Не определена,1991-07-01,,,
3456,Josh Sampo,56.7,162.56,162.56,101.7,14,Не определена,1984-07-24,,,
3457,Roldan Sangcha'an,56.7,162.56,162.56,101.7,14,Не определена,1990-12-04,,,
3458,Jin Soo Son,61.24,167.64,175.26,101.7,14,Не определена,1993-04-01,,,
3459,Anying Wang,77.11,182.88,182.88,101.7,14,Не определена,1991-04-04,,,
3460,Jason Witt,77.11,177.8,177.8,101.7,14,Не определена,1986-11-07,,,
3461,Timo Feucht,92.99,190.5,190.5,101.7,14,Не определена,1996-01-18,,,
3462,Malcolm Gordon,56.7,170.18,170.18,101.7,14,Не определена,1990-05-19,,,
3463,Maxim Grishin,92.99,190.5,190.5,101.7,14,Не определена,1984-05-02,,,
3464,Andreas Michailidis,83.91,182.88,182.88,101.7,14,Не определена,1988-07-18,,,
3465,Niklas Stolze,77.11,182.88,182.88,101.7,14,Не определена,1992-12-28,,,
3466,Amir Albazi,56.7,165.1,165.1,101.7,14,Не определена,1993-10-27,,,
3467,Khamzat Chimaev,83.91,187.96,187.96,101.7,14,Не определена,1994-05-01,,,
3468,Jorge Gonzalez,92.99,187.96,193.04,101.7,14,Не определена,1984-02-29,,,
3472,Оде Осборн,61.22,170.18,185.42,99.06,3,Легчайший вес,,,,
3473,Nate Maness,65.77,177.8,177.8,101.7,14,Не определена,1991-06-27,,,
3474,Rhys McKee,77.11,185.42,185.42,101.7,14,Не определена,1970-01-01,,,
3475,Taylor Callens,70.31,177.8,177.8,101.7,14,Не определена,1991-05-21,,,
3476,Louis Cosce,77.11,175.26,175.26,101.7,14,Не определена,1970-01-01,,,
3477,Cameron Church,70.31,177.8,177.8,101.7,14,Не определена,1990-09-27,,,
3478,Ken Cross,70.31,182.88,182.88,101.7,14,Не определена,1994-10-04,,,
3479,Ty Flores,92.99,187.96,187.96,101.7,14,Не определена,1993-12-22,,,
3480,Uros Medic,70.31,185.42,185.42,101.7,14,Не определена,1993-04-25,,,
3481,Jhonoven Pati,83.91,185.42,185.42,101.7,14,Не определена,1990-04-29,,,
3482,Jerome Rivera,56.7,177.8,177.8,101.7,14,Не определена,1995-04-22,,,
3483,Luis Rodriguez,56.7,167.64,167.64,101.7,14,Не определена,1999-05-07,,,
3484,Timur Valiev,61.24,167.64,167.64,101.7,14,Не определена,1990-01-19,,,
3485,Collin Anglin,65.77,175.26,175.26,101.7,14,Не определена,1993-02-20,,,
3486,Rafael Alves,65.77,170.18,170.18,101.7,14,Не определена,1990-10-11,,,
3487,Kyron Bowen,83.91,187.96,187.96,101.7,14,Не определена,1993-12-22,,,
3488,Melsik Baghdasaryan,65.77,172.72,172.72,101.7,14,Не определена,1992-01-28,,,
3489,Mike Breeden,70.31,177.8,177.8,101.7,14,Не определена,1989-04-21,,,
3490,Cheyanne Buys,52.16,162.56,162.56,101.7,14,Не определена,1995-06-25,,,
3491,Cody Brundage,92.99,185.42,185.42,101.7,14,Не определена,1994-05-16,,,
3494,Vanessa Demopoulos,52.16,167.64,167.64,101.7,14,Не определена,1988-09-22,,,
3495,Matt Dixon,77.11,177.8,177.8,101.7,14,Не определена,1995-10-09,,,
3496,Cody Durden,61.24,175.26,175.26,101.7,14,Не определена,1991-03-29,,,
3497,Alejandro Flores,65.77,177.8,177.8,101.7,14,Не определена,1991-08-06,,,
